startor,receptor,relation_type,fig_name,number,reftext,year,figtitle,papertitle,caption,figlink,pmcid,filename
p-CDK,G2,activate_relation,PMC4826221__oncotarget-07-4490-g009.jpg,Figure 9,"Víctor García, et al. Oncotarget. 2016 Jan 26;7(4):4490-4506.",2016.0,,Galiellalactone induces cell cycle arrest and apoptosis through the ATM/ATR pathway in prostate cancer cells.,"GL induces DNA damage and activation of pATM/ATR, which phosphorylates H2AX and CHK1 to induce cell cycle arrest at the G2/M phase by CDC25C inhibition. Activation of pATM/ATR also induces apoptosis through a CHK1-independent pathway.",/pmc/articles/PMC4826221/figure/F9/,PMC4826221,oncotarget-07-4490-g009.jpg
BTK,DDX41,activate_relation,PMC5398560__nihms853735f6.jpg,Figure 6,"Stacey L. Mueller-Ortiz, et al. J Immunol. ;198(8):3237-3244.",,,"The Complement Anaphylatoxins, C5a and C3a, Suppress Interferon-Beta Production in Response to Listeria monocytogenes by Inhibition of the Cyclic Dinucleotide-Activated Cytosolic Surveillance Pathway.","During infection Lm- derived CDNs (c-di-AMP) are recognized by the host cell cytosolic pathway by binding to BTK-activated DDX41, which in turn recruits STING. TBK1 and p38 are subsequently recruited and phosphorylated, facilitating activation of IRF3-mediated transcription of Ifnb1. From the data presented here, C3a and C5a, via signaling on binding their respective receptors (C3aR and C5aR1), suppress IFN-Œ≤ production at two different stages of this innate CDN-activated cytosolic surveillance pathway (shown in red) --- (1) by inhibiting BTK-mediated activation of DDX41 and (2) by reduction of DDX41 and STING protein expression.",/pmc/articles/PMC5398560/figure/F6/,PMC5398560,nihms853735f6.jpg
LMc,c-di-AMP,activate_relation,PMC5398560__nihms853735f6.jpg,Figure 6,"Stacey L. Mueller-Ortiz, et al. J Immunol. ;198(8):3237-3244.",,,"The Complement Anaphylatoxins, C5a and C3a, Suppress Interferon-Beta Production in Response to Listeria monocytogenes by Inhibition of the Cyclic Dinucleotide-Activated Cytosolic Surveillance Pathway.","During infection Lm- derived CDNs (c-di-AMP) are recognized by the host cell cytosolic pathway by binding to BTK-activated DDX41, which in turn recruits STING. TBK1 and p38 are subsequently recruited and phosphorylated, facilitating activation of IRF3-mediated transcription of Ifnb1. From the data presented here, C3a and C5a, via signaling on binding their respective receptors (C3aR and C5aR1), suppress IFN-Œ≤ production at two different stages of this innate CDN-activated cytosolic surveillance pathway (shown in red) --- (1) by inhibiting BTK-mediated activation of DDX41 and (2) by reduction of DDX41 and STING protein expression.",/pmc/articles/PMC5398560/figure/F6/,PMC5398560,nihms853735f6.jpg
 C3A,BTK,inhibit_relation,PMC5398560__nihms853735f6.jpg,Figure 6,"Stacey L. Mueller-Ortiz, et al. J Immunol. ;198(8):3237-3244.",,,"The Complement Anaphylatoxins, C5a and C3a, Suppress Interferon-Beta Production in Response to Listeria monocytogenes by Inhibition of the Cyclic Dinucleotide-Activated Cytosolic Surveillance Pathway.","During infection Lm- derived CDNs (c-di-AMP) are recognized by the host cell cytosolic pathway by binding to BTK-activated DDX41, which in turn recruits STING. TBK1 and p38 are subsequently recruited and phosphorylated, facilitating activation of IRF3-mediated transcription of Ifnb1. From the data presented here, C3a and C5a, via signaling on binding their respective receptors (C3aR and C5aR1), suppress IFN-Œ≤ production at two different stages of this innate CDN-activated cytosolic surveillance pathway (shown in red) --- (1) by inhibiting BTK-mediated activation of DDX41 and (2) by reduction of DDX41 and STING protein expression.",/pmc/articles/PMC5398560/figure/F6/,PMC5398560,nihms853735f6.jpg
C5A,BTK,inhibit_relation,PMC5398560__nihms853735f6.jpg,Figure 6,"Stacey L. Mueller-Ortiz, et al. J Immunol. ;198(8):3237-3244.",,,"The Complement Anaphylatoxins, C5a and C3a, Suppress Interferon-Beta Production in Response to Listeria monocytogenes by Inhibition of the Cyclic Dinucleotide-Activated Cytosolic Surveillance Pathway.","During infection Lm- derived CDNs (c-di-AMP) are recognized by the host cell cytosolic pathway by binding to BTK-activated DDX41, which in turn recruits STING. TBK1 and p38 are subsequently recruited and phosphorylated, facilitating activation of IRF3-mediated transcription of Ifnb1. From the data presented here, C3a and C5a, via signaling on binding their respective receptors (C3aR and C5aR1), suppress IFN-Œ≤ production at two different stages of this innate CDN-activated cytosolic surveillance pathway (shown in red) --- (1) by inhibiting BTK-mediated activation of DDX41 and (2) by reduction of DDX41 and STING protein expression.",/pmc/articles/PMC5398560/figure/F6/,PMC5398560,nihms853735f6.jpg
DDX41,P38,activate_relation,PMC5398560__nihms853735f6.jpg,Figure 6,"Stacey L. Mueller-Ortiz, et al. J Immunol. ;198(8):3237-3244.",,,"The Complement Anaphylatoxins, C5a and C3a, Suppress Interferon-Beta Production in Response to Listeria monocytogenes by Inhibition of the Cyclic Dinucleotide-Activated Cytosolic Surveillance Pathway.","During infection Lm- derived CDNs (c-di-AMP) are recognized by the host cell cytosolic pathway by binding to BTK-activated DDX41, which in turn recruits STING. TBK1 and p38 are subsequently recruited and phosphorylated, facilitating activation of IRF3-mediated transcription of Ifnb1. From the data presented here, C3a and C5a, via signaling on binding their respective receptors (C3aR and C5aR1), suppress IFN-Œ≤ production at two different stages of this innate CDN-activated cytosolic surveillance pathway (shown in red) --- (1) by inhibiting BTK-mediated activation of DDX41 and (2) by reduction of DDX41 and STING protein expression.",/pmc/articles/PMC5398560/figure/F6/,PMC5398560,nihms853735f6.jpg
DDX41,TBK1,activate_relation,PMC5398560__nihms853735f6.jpg,Figure 6,"Stacey L. Mueller-Ortiz, et al. J Immunol. ;198(8):3237-3244.",,,"The Complement Anaphylatoxins, C5a and C3a, Suppress Interferon-Beta Production in Response to Listeria monocytogenes by Inhibition of the Cyclic Dinucleotide-Activated Cytosolic Surveillance Pathway.","During infection Lm- derived CDNs (c-di-AMP) are recognized by the host cell cytosolic pathway by binding to BTK-activated DDX41, which in turn recruits STING. TBK1 and p38 are subsequently recruited and phosphorylated, facilitating activation of IRF3-mediated transcription of Ifnb1. From the data presented here, C3a and C5a, via signaling on binding their respective receptors (C3aR and C5aR1), suppress IFN-Œ≤ production at two different stages of this innate CDN-activated cytosolic surveillance pathway (shown in red) --- (1) by inhibiting BTK-mediated activation of DDX41 and (2) by reduction of DDX41 and STING protein expression.",/pmc/articles/PMC5398560/figure/F6/,PMC5398560,nihms853735f6.jpg
P38,IRF3,activate_relation,PMC5398560__nihms853735f6.jpg,Figure 6,"Stacey L. Mueller-Ortiz, et al. J Immunol. ;198(8):3237-3244.",,,"The Complement Anaphylatoxins, C5a and C3a, Suppress Interferon-Beta Production in Response to Listeria monocytogenes by Inhibition of the Cyclic Dinucleotide-Activated Cytosolic Surveillance Pathway.","During infection Lm- derived CDNs (c-di-AMP) are recognized by the host cell cytosolic pathway by binding to BTK-activated DDX41, which in turn recruits STING. TBK1 and p38 are subsequently recruited and phosphorylated, facilitating activation of IRF3-mediated transcription of Ifnb1. From the data presented here, C3a and C5a, via signaling on binding their respective receptors (C3aR and C5aR1), suppress IFN-Œ≤ production at two different stages of this innate CDN-activated cytosolic surveillance pathway (shown in red) --- (1) by inhibiting BTK-mediated activation of DDX41 and (2) by reduction of DDX41 and STING protein expression.",/pmc/articles/PMC5398560/figure/F6/,PMC5398560,nihms853735f6.jpg
TBK1,IRF3,activate_relation,PMC5398560__nihms853735f6.jpg,Figure 6,"Stacey L. Mueller-Ortiz, et al. J Immunol. ;198(8):3237-3244.",,,"The Complement Anaphylatoxins, C5a and C3a, Suppress Interferon-Beta Production in Response to Listeria monocytogenes by Inhibition of the Cyclic Dinucleotide-Activated Cytosolic Surveillance Pathway.","During infection Lm- derived CDNs (c-di-AMP) are recognized by the host cell cytosolic pathway by binding to BTK-activated DDX41, which in turn recruits STING. TBK1 and p38 are subsequently recruited and phosphorylated, facilitating activation of IRF3-mediated transcription of Ifnb1. From the data presented here, C3a and C5a, via signaling on binding their respective receptors (C3aR and C5aR1), suppress IFN-Œ≤ production at two different stages of this innate CDN-activated cytosolic surveillance pathway (shown in red) --- (1) by inhibiting BTK-mediated activation of DDX41 and (2) by reduction of DDX41 and STING protein expression.",/pmc/articles/PMC5398560/figure/F6/,PMC5398560,nihms853735f6.jpg
C-SRC,ACTIN CYTOSKELETON REARRANGEMENT,activate_relation,PMC5053521__ppat.1005926.g006.jpg,Fig 6,"Xiangru Wang, et al. PLoS Pathog. 2016 Oct;12(10):e1005926.",2016.0,,Sphingosine 1-Phosphate Activation of EGFR As a Novel Target for Meningitic Escherichia coli Penetration of the Blood-Brain Barrier.,"Meningitic E. coli penetration of the BBB follows the microbial-host interactions contributing to HBMEC invasion, via exploiting specific host cell signaling molecules. During the HBMEC invasion, meningitic E. coli strains activate SphK2, which catalyzes the synthesis of S1P from sphingosine. S1P is then secreted outside and acts on S1P receptor S1P2. S1P interaction with S1P2 is involved in the activation of EGFR, as well as the up-regulation and release of EGFR-related ligand HB-EGF, which is proteolytically processed by metalloproteinases. The released HB-EGF binds to the extracellular ligand-binding domain of EGFR and leads to tyrosine phosphorylation of the EGFR cytoplasmic kinase domain. This SphK2-S1P-S1P2-EGFR cascade induces the activation of c-Src tyrosine kinase, an intracellular mediator that has been shown to regulate host cell actin cytoskeleton rearrangements, leading to E. coli invasion of HBMEC.",/pmc/articles/PMC5053521/figure/ppat.1005926.g006/,PMC5053521,ppat.1005926.g006.jpg
SPHINGOSINE,S1P,activate_relation,PMC5053521__ppat.1005926.g006.jpg,Fig 6,"Xiangru Wang, et al. PLoS Pathog. 2016 Oct;12(10):e1005926.",2016.0,,Sphingosine 1-Phosphate Activation of EGFR As a Novel Target for Meningitic Escherichia coli Penetration of the Blood-Brain Barrier.,"Meningitic E. coli penetration of the BBB follows the microbial-host interactions contributing to HBMEC invasion, via exploiting specific host cell signaling molecules. During the HBMEC invasion, meningitic E. coli strains activate SphK2, which catalyzes the synthesis of S1P from sphingosine. S1P is then secreted outside and acts on S1P receptor S1P2. S1P interaction with S1P2 is involved in the activation of EGFR, as well as the up-regulation and release of EGFR-related ligand HB-EGF, which is proteolytically processed by metalloproteinases. The released HB-EGF binds to the extracellular ligand-binding domain of EGFR and leads to tyrosine phosphorylation of the EGFR cytoplasmic kinase domain. This SphK2-S1P-S1P2-EGFR cascade induces the activation of c-Src tyrosine kinase, an intracellular mediator that has been shown to regulate host cell actin cytoskeleton rearrangements, leading to E. coli invasion of HBMEC.",/pmc/articles/PMC5053521/figure/ppat.1005926.g006/,PMC5053521,ppat.1005926.g006.jpg
 P,C-SRC,activate_relation,PMC5053521__ppat.1005926.g006.jpg,Fig 6,"Xiangru Wang, et al. PLoS Pathog. 2016 Oct;12(10):e1005926.",2016.0,,Sphingosine 1-Phosphate Activation of EGFR As a Novel Target for Meningitic Escherichia coli Penetration of the Blood-Brain Barrier.,"Meningitic E. coli penetration of the BBB follows the microbial-host interactions contributing to HBMEC invasion, via exploiting specific host cell signaling molecules. During the HBMEC invasion, meningitic E. coli strains activate SphK2, which catalyzes the synthesis of S1P from sphingosine. S1P is then secreted outside and acts on S1P receptor S1P2. S1P interaction with S1P2 is involved in the activation of EGFR, as well as the up-regulation and release of EGFR-related ligand HB-EGF, which is proteolytically processed by metalloproteinases. The released HB-EGF binds to the extracellular ligand-binding domain of EGFR and leads to tyrosine phosphorylation of the EGFR cytoplasmic kinase domain. This SphK2-S1P-S1P2-EGFR cascade induces the activation of c-Src tyrosine kinase, an intracellular mediator that has been shown to regulate host cell actin cytoskeleton rearrangements, leading to E. coli invasion of HBMEC.",/pmc/articles/PMC5053521/figure/ppat.1005926.g006/,PMC5053521,ppat.1005926.g006.jpg
S1P,S1P2,activate_relation,PMC5053521__ppat.1005926.g006.jpg,Fig 6,"Xiangru Wang, et al. PLoS Pathog. 2016 Oct;12(10):e1005926.",2016.0,,Sphingosine 1-Phosphate Activation of EGFR As a Novel Target for Meningitic Escherichia coli Penetration of the Blood-Brain Barrier.,"Meningitic E. coli penetration of the BBB follows the microbial-host interactions contributing to HBMEC invasion, via exploiting specific host cell signaling molecules. During the HBMEC invasion, meningitic E. coli strains activate SphK2, which catalyzes the synthesis of S1P from sphingosine. S1P is then secreted outside and acts on S1P receptor S1P2. S1P interaction with S1P2 is involved in the activation of EGFR, as well as the up-regulation and release of EGFR-related ligand HB-EGF, which is proteolytically processed by metalloproteinases. The released HB-EGF binds to the extracellular ligand-binding domain of EGFR and leads to tyrosine phosphorylation of the EGFR cytoplasmic kinase domain. This SphK2-S1P-S1P2-EGFR cascade induces the activation of c-Src tyrosine kinase, an intracellular mediator that has been shown to regulate host cell actin cytoskeleton rearrangements, leading to E. coli invasion of HBMEC.",/pmc/articles/PMC5053521/figure/ppat.1005926.g006/,PMC5053521,ppat.1005926.g006.jpg
